especie,fecha,apertura,maximo,minimo,cierre,volumen
AL30D,2020-09-14,51.0,52.79,50.6,51.87,29879188.0
AL30D,2020-09-15,51.9,51.9,51.0,51.08,9264689.0
AL30D,2020-09-16,50.35,50.35,47.8,47.96,14716993.0
AL30D,2020-09-17,47.8,47.8,46.61,46.9,12837650.0
AL30D,2020-09-18,46.89,47.87,46.5,47.1,14373506.0
AL30D,2020-09-21,46.5,46.5,44.75,46.12,17037205.0
AL30D,2020-09-22,46.84,46.84,44.78,45.39,0.0
AL30D,2020-09-23,44.97,46.78,43.61,46.55,26133907.0
AL30D,2020-09-24,46.5,46.99,45.7,46.0,23388737.0
AL30D,2020-09-25,46.1,46.46,45.17,45.2,15539230.0
AL30D,2020-09-28,45.26,46.11,44.75,44.9,19985510.0
AL30D,2020-09-29,44.07,45.0,44.07,44.67,38474446.0
AL30D,2020-09-30,44.71,44.85,44.35,44.6,18037933.0
AL30D,2020-10-01,44.6,44.95,44.3,44.7,45060976.0
AL30D,2020-10-02,44.34,44.39,43.71,44.3,48058017.0
AL30D,2020-10-05,44.12,44.44,43.11,44.4,26651999.0
AL30D,2020-10-06,44.01,44.61,43.6,44.45,27053788.0
AL30D,2020-10-07,44.01,44.8,43.81,44.8,24834941.0
AL30D,2020-10-08,44.8,44.8,44.05,44.7,25336781.0
AL30D,2020-10-09,44.7,44.78,44.0,44.73,41070234.0
AL30D,2020-10-13,44.01,44.78,44.01,44.74,34313712.0
AL30D,2020-10-14,44.39,44.76,43.95,44.45,32206808.0
AL30D,2020-10-15,44.11,44.6,44.01,44.4,35678481.0
AL30D,2020-10-16,44.06,44.5,44.0,44.19,34914794.0
AL30D,2020-10-19,44.1,44.11,42.73,43.35,33104256.0
AL30D,2020-10-20,43.03,43.05,40.8,41.38,38656183.0
AL30D,2020-10-21,40.99,40.99,39.2,40.3,39364183.0
AL30D,2020-10-22,39.98,40.2,39.1,40.1,41890722.0
AL30D,2020-10-23,39.53,40.43,39.22,40.15,34181114.0
AL30D,2020-10-26,39.98,40.0,38.23,38.23,22049033.0
AL30D,2020-10-27,38.0,39.45,37.5,39.22,26585186.0
AL30D,2020-10-28,38.8,39.15,38.0,38.8,29410106.0
AL30D,2020-10-29,38.5,38.99,38.25,38.74,20555320.0
AL30D,2020-10-30,38.7,38.74,37.9,38.05,22465122.0
AL30D,2020-11-02,38.05,38.7,37.75,38.64,24422416.0
AL30D,2020-11-03,38.7,38.9,38.15,38.38,27419758.0
AL30D,2020-11-04,38.1,38.46,37.93,38.39,28219408.0
AL30D,2020-11-05,38.4,38.4,37.95,37.99,25723529.0
AL30D,2020-11-06,37.9,38.06,37.75,38.0,13148678.0
AL30D,2020-11-09,38.5,38.85,38.05,38.35,26845308.0
AL30D,2020-11-10,38.25,38.49,38.1,38.4,17548469.0
AL30D,2020-11-11,38.21,39.49,38.18,39.2,22952446.0
AL30D,2020-11-12,39.0,39.8,38.6,39.47,30782611.0
AL30D,2020-11-13,39.15,39.96,39.15,39.9,28806885.0
AL30D,2020-11-16,39.99,40.49,39.66,40.26,47220149.0
AL30D,2020-11-17,39.99,40.3,39.95,40.18,21205507.0
AL30D,2020-11-18,40.0,40.15,39.6,39.74,36933497.0
AL30D,2020-11-19,39.22,39.49,39.22,39.43,34027592.0
AL30D,2020-11-20,39.1,39.32,38.9,39.05,83510869.0
AL30D,2020-11-24,39.06,39.14,38.62,38.98,15493429.0
AL30D,2020-11-25,38.5,39.5,38.5,39.2,22231805.0
AL30D,2020-11-26,39.2,39.27,38.81,39.0,11754377.0
AL30D,2020-11-27,39.0,39.11,38.87,39.01,25695214.0
AL30D,2020-11-30,38.95,38.98,37.82,38.61,29888255.0
AL30D,2020-12-01,38.31,38.6,38.27,38.48,20282825.0
AL30D,2020-12-02,38.06,38.71,38.06,38.65,16858586.0
AL30D,2020-12-03,38.55,39.0,38.45,39.0,15566083.0
AL30D,2020-12-04,38.6,38.86,38.6,38.6,16146110.0
AL30D,2020-12-09,38.6,39.38,38.1,39.12,23615275.0
AL30D,2020-12-10,38.9,39.8,38.61,39.67,20986263.0
AL30D,2020-12-11,39.31,40.12,39.23,39.85,23585416.0
AL30D,2020-12-14,39.76,40.39,39.65,40.33,18418860.0
AL30D,2020-12-15,40.02,40.22,39.93,40.03,54119142.0
AL30D,2020-12-16,39.5,39.95,39.5,39.78,21325737.0
AL30D,2020-12-17,39.32,39.88,39.32,39.84,21316419.0
AL30D,2020-12-18,39.57,40.25,39.57,40.22,21478127.0
AL30D,2020-12-21,40.0,40.76,39.8,40.74,25996547.0
AL30D,2020-12-22,40.37,40.8,40.37,40.71,26816626.0
AL30D,2020-12-23,40.68,40.68,40.3,40.62,35390158.0
AL30D,2020-12-28,40.41,40.94,40.4,40.9,23093975.0
AL30D,2020-12-29,40.65,40.96,40.63,40.93,23013234.0
AL30D,2020-12-30,40.71,40.97,40.69,40.94,27045975.0
AL30D,2021-01-04,40.71,40.79,40.3,40.55,46287570.0
AL30D,2021-01-05,40.06,40.33,39.92,40.25,33469688.0
AL30D,2021-01-06,40.06,40.23,39.92,40.1,32666158.0
AL30D,2021-01-07,40.0,40.08,39.52,39.55,42887238.0
AL30D,2021-01-08,39.21,39.5,39.07,39.5,38837548.0
AL30D,2021-01-11,39.11,39.5,38.75,39.04,31155347.0
AL30D,2021-01-12,38.7,39.04,38.5,39.04,54407216.0
AL30D,2021-01-13,38.66,39.05,38.56,38.98,44269547.0
AL30D,2021-01-14,38.77,38.8,38.4,38.75,43346728.0
AL30D,2021-01-15,38.59,38.7,38.35,38.69,46538211.0
AL30D,2021-01-18,38.54,38.81,38.25,38.8,42414436.0
AL30D,2021-01-19,38.45,38.8,38.45,38.79,52620168.0
AL30D,2021-01-20,38.5,38.74,38.5,38.74,32575706.0
AL30D,2021-01-21,38.6,38.7,38.59,38.69,38195962.0
AL30D,2021-01-22,38.61,38.69,38.47,38.69,43306084.0
AL30D,2021-01-25,38.55,38.65,38.51,38.64,30702364.0
AL30D,2021-01-26,38.55,38.61,38.46,38.58,37585618.0
AL30D,2021-01-27,38.46,38.55,38.36,38.43,33370163.0
AL30D,2021-01-28,38.31,38.36,38.06,38.27,42653391.0
AL30D,2021-01-29,38.11,38.18,38.03,38.14,35101970.0
AL30D,2021-02-01,38.14,38.18,37.96,38.09,21613383.0
AL30D,2021-02-02,38.01,38.09,37.87,37.97,28997439.0
AL30D,2021-02-03,37.95,37.95,37.7,37.78,29649929.0
AL30D,2021-02-04,37.63,37.69,37.53,37.64,28138976.0
AL30D,2021-02-05,37.55,37.64,37.38,37.62,33493611.0
AL30D,2021-02-08,37.52,37.72,37.44,37.65,24143103.0
AL30D,2021-02-09,37.53,37.6,37.48,37.52,20840990.0
AL30D,2021-02-10,37.43,37.5,37.34,37.45,25424665.0
AL30D,2021-02-11,37.4,37.53,37.01,37.01,16605077.0
AL30D,2021-02-12,37.02,37.3,36.42,36.45,14564555.0
AL30D,2021-02-17,36.3,36.3,35.6,36.14,11306986.0
AL30D,2021-02-18,36.01,36.75,36.01,36.75,17802941.0
AL30D,2021-02-19,36.72,36.72,36.03,36.19,17684489.0
AL30D,2021-02-22,36.0,36.5,35.7,36.35,20740806.0
AL30D,2021-02-23,35.9,36.29,35.75,35.75,16021809.0
AL30D,2021-02-24,35.81,36.08,35.45,36.08,24077986.0
AL30D,2021-02-25,35.9,36.49,35.7,36.47,39057420.0
AL30D,2021-02-26,36.12,36.96,36.12,36.78,41936041.0
AL30D,2021-03-01,36.47,37.0,36.47,36.78,22714933.0
AL30D,2021-03-02,36.48,36.75,36.11,36.29,38469413.0
AL30D,2021-03-03,36.2,36.23,35.83,36.22,36005524.0
AL30D,2021-03-04,35.9,36.45,35.9,36.38,41641233.0
AL30D,2021-03-05,36.05,36.3,35.54,35.75,37496333.0
AL30D,2021-03-08,35.1,35.8,35.0,35.7,36684546.0
AL30D,2021-03-09,35.5,35.7,35.03,35.14,46651348.0
AL30D,2021-03-10,34.9,35.0,33.51,33.51,24321380.0
AL30D,2021-03-11,33.81,34.25,33.6,33.68,24776937.0
AL30D,2021-03-12,33.5,35.0,33.35,34.39,24349769.0
AL30D,2021-03-15,34.95,35.09,34.3,34.96,24203984.0
AL30D,2021-03-16,34.95,35.46,34.9,35.4,25109254.0
AL30D,2021-03-17,35.29,35.9,35.0,35.8,23304932.0
AL30D,2021-03-18,35.79,35.83,35.45,35.82,31229981.0
AL30D,2021-03-19,35.6,36.05,35.6,35.92,18904725.0
AL30D,2021-03-22,35.83,36.53,35.63,36.41,21184173.0
AL30D,2021-03-23,36.1,36.5,36.0,36.0,23990099.0
AL30D,2021-03-25,35.49,35.79,35.1,35.33,21097849.0
AL30D,2021-03-26,35.36,35.49,35.1,35.32,22969052.0
AL30D,2021-03-29,35.32,35.32,34.53,34.67,15536286.0
AL30D,2021-03-30,34.64,34.64,34.1,34.29,16252885.0
AL30D,2021-03-31,34.1,34.66,34.0,34.05,15517440.0
AL30D,2021-04-05,34.0,34.87,33.76,34.85,26986980.0
AL30D,2021-04-06,34.62,34.84,34.42,34.63,22263103.0
AL30D,2021-04-07,34.47,34.62,34.25,34.57,21749025.0
AL30D,2021-04-08,34.4,34.48,34.0,34.39,26089579.0
AL30D,2021-04-09,34.13,34.35,34.13,34.18,20122522.0
AL30D,2021-04-12,34.0,34.89,34.0,34.65,25174847.0
AL30D,2021-04-13,34.55,35.0,34.5,34.82,20134179.0
AL30D,2021-04-14,34.86,35.29,34.55,34.57,17843235.0
AL30D,2021-04-15,34.5,34.74,34.2,34.25,9971164.0
AL30D,2021-04-16,34.3,34.65,34.06,34.2,21574351.0
AL30D,2021-04-19,34.3,34.45,34.05,34.37,11752749.0
AL30D,2021-04-20,34.16,34.5,34.16,34.26,14116883.0
AL30D,2021-04-21,34.21,34.4,34.11,34.35,13639763.0
AL30D,2021-04-22,34.27,34.48,34.22,34.37,15950289.0
AL30D,2021-04-23,34.37,34.39,34.17,34.22,14534559.0
AL30D,2021-04-26,34.21,35.0,34.06,34.87,17965241.0
AL30D,2021-04-27,34.87,35.25,34.76,35.25,20663524.0
AL30D,2021-04-28,35.2,35.47,35.02,35.35,42413926.0
AL30D,2021-04-29,35.1,35.25,34.95,35.23,40214205.0
AL30D,2021-04-30,34.9,35.17,34.89,35.16,34564904.0
AL30D,2021-05-03,35.0,35.23,34.91,35.18,45686334.0
AL30D,2021-05-04,35.02,35.14,34.91,35.12,54355880.0
AL30D,2021-05-05,35.02,35.09,34.95,35.04,44047206.0
AL30D,2021-05-06,34.9,34.99,34.72,34.77,26395190.0
AL30D,2021-05-07,34.77,34.79,34.23,34.3,16554383.0
AL30D,2021-05-10,34.03,34.6,34.03,34.4,16653450.0
AL30D,2021-05-11,34.38,34.38,33.78,33.82,15512116.0
AL30D,2021-05-12,33.48,34.25,33.48,34.11,13599691.0
AL30D,2021-05-13,34.11,34.24,34.0,34.22,16956332.0
AL30D,2021-05-14,34.51,35.19,34.4,35.09,21782217.0
AL30D,2021-05-17,35.15,36.0,35.06,35.7,26237447.0
AL30D,2021-05-18,35.7,35.79,35.43,35.7,36873948.0
AL30D,2021-05-19,35.45,35.55,35.0,35.07,40737106.0
AL30D,2021-05-20,34.99,35.15,34.68,34.78,45696005.0
AL30D,2021-05-21,34.55,34.9,34.35,34.4,40743218.0
AL30D,2021-05-26,34.9,35.74,34.77,35.45,31628125.0
AL30D,2021-05-27,35.45,35.95,35.41,35.66,23350061.0
AL30D,2021-05-28,35.62,35.66,35.2,35.35,28007517.0
AL30D,2021-05-31,35.1,35.49,35.08,35.3,15579018.0
AL30D,2021-06-01,35.33,35.7,35.21,35.6,23535583.0
AL30D,2021-06-02,35.5,36.48,35.5,36.3,30212059.0
AL30D,2021-06-03,36.25,36.49,35.85,36.05,26319991.0
AL30D,2021-06-04,36.04,36.2,35.79,35.85,18881713.0
AL30D,2021-06-07,35.75,36.54,35.75,36.5,27003173.0
AL30D,2021-06-08,36.29,37.09,36.29,37.02,26901979.0
AL30D,2021-06-09,37.1,37.8,37.1,37.65,18393293.0
AL30D,2021-06-10,37.62,38.09,37.62,37.97,17464014.0
AL30D,2021-06-11,37.98,38.42,37.98,38.3,19878166.0
AL30D,2021-06-14,38.11,38.39,38.01,38.3,16296240.0
AL30D,2021-06-15,38.17,38.29,38.01,38.06,15756036.0
AL30D,2021-06-16,38.01,38.13,37.88,37.96,20171896.0
AL30D,2021-06-17,37.96,37.96,37.14,37.53,37165860.0
AL30D,2021-06-18,37.34,37.48,37.15,37.3,24055830.0
AL30D,2021-06-22,37.0,37.0,36.46,36.65,42223650.0
AL30D,2021-06-23,36.7,37.05,36.53,36.54,50399733.0
AL30D,2021-06-24,36.32,36.5,36.0,36.0,49975657.0
AL30D,2021-06-25,35.89,35.89,34.87,34.99,48425613.0
AL30D,2021-06-28,34.91,34.99,34.52,34.85,65873698.0
AL30D,2021-06-29,34.61,34.7,34.1,34.15,50188986.0
AL30D,2021-06-30,34.0,34.1,33.8,33.93,58121188.0
AL30D,2021-07-01,33.94,34.24,33.71,33.8,42674239.0
AL30D,2021-07-02,33.81,34.4,33.55,34.06,36561027.0
AL30D,2021-07-05,34.0,34.03,33.68,33.8,45450409.0
AL30D,2021-07-06,33.61,33.8,33.54,33.77,48662188.0
AL30D,2021-07-07,33.66,33.77,33.4,33.76,51258008.0
AL30D,2021-07-08,33.5,33.87,33.42,33.86,45592228.0
AL30D,2021-07-12,33.5,34.39,33.5,34.29,23616986.0
AL30D,2021-07-13,34.1,34.75,34.1,34.75,33468799.0
AL30D,2021-07-14,34.71,35.09,34.64,35.09,36937776.0
AL30D,2021-07-15,35.0,35.29,34.91,35.29,55494186.0
AL30D,2021-07-16,35.1,35.58,35.07,35.57,63218967.0
AL30D,2021-07-19,35.23,35.85,35.23,35.84,79920812.0
AL30D,2021-07-20,35.63,36.2,35.63,36.19,89197210.0
