especie,fecha,apertura,maximo,minimo,cierre,volumen
AL35,2020-09-08,5620.0,5800.0,5600.0,5720.0,2492136.0
AL35,2020-09-09,5850.0,5850.0,5660.0,5670.0,2450711.0
AL35,2020-09-10,5699.0,5699.0,5630.0,5639.0,8239362.0
AL35,2020-09-11,5630.0,5650.0,5550.0,5570.0,822236.0
AL35,2020-09-14,5570.0,5600.0,5421.0,5520.0,2192467.0
AL35,2020-09-15,5495.5,5590.0,5420.0,5429.0,1229078.0
AL35,2020-09-16,5584.5,5584.5,5255.0,5340.0,595649.0
AL35,2020-09-17,5500.0,5500.0,5086.0,5201.0,1837266.0
AL35,2020-09-18,5210.0,5399.5,5105.5,5340.0,2529474.0
AL35,2020-09-21,5350.0,5450.0,5150.0,5315.0,477997.0
AL35,2020-09-22,5310.0,5321.0,5100.0,5300.0,0.0
AL35,2020-09-23,5300.0,5470.0,5194.0,5401.0,1471059.0
AL35,2020-09-24,5550.0,5550.0,5325.0,5450.0,1905635.0
AL35,2020-09-25,5600.0,5700.0,5435.0,5530.0,875935.0
AL35,2020-09-28,5533.0,5649.0,5341.0,5605.0,477535.0
AL35,2020-09-29,5605.0,5620.0,5502.0,5545.0,2566443.0
AL35,2020-09-30,5545.0,5655.0,5545.0,5600.0,846477.0
AL35,2020-10-01,5598.0,5650.0,5580.0,5581.0,3181409.0
AL35,2020-10-02,5667.0,5667.0,5546.5,5555.0,5057486.0
AL35,2020-10-05,5545.0,5625.0,5545.0,5625.0,1322929.0
AL35,2020-10-06,5650.0,5650.0,5585.0,5589.0,1029181.0
AL35,2020-10-07,5505.0,5650.0,5500.0,5531.0,320487.0
AL35,2020-10-08,5598.0,5633.0,5501.0,5630.0,773972.0
AL35,2020-10-09,5650.0,5819.5,5630.5,5780.0,837162.0
AL35,2020-10-13,5875.0,5875.0,5700.0,5761.0,726061.0
AL35,2020-10-14,5800.0,5870.0,5750.0,5870.0,1031738.0
AL35,2020-10-15,5880.0,6040.0,5870.0,5880.0,1113983.0
AL35,2020-10-16,5900.0,5999.0,5800.0,5873.0,1914061.0
AL35,2020-10-19,5875.0,5875.0,5600.0,5700.0,945778.0
AL35,2020-10-20,5595.0,5750.0,5500.0,5715.0,450319.0
AL35,2020-10-21,5865.0,5900.0,5730.0,5730.0,4763823.0
AL35,2020-10-22,5800.0,5850.0,5606.0,5760.0,6618472.0
AL35,2020-10-23,5500.0,5858.0,5500.0,5650.0,5334126.0
AL35,2020-10-26,5650.0,5745.0,5400.0,5450.0,490379.0
AL35,2020-10-27,5450.0,5585.0,5275.0,5300.0,650414.0
AL35,2020-10-28,5300.0,5325.0,5150.0,5200.0,1225185.0
AL35,2020-10-29,5398.0,5398.0,5070.0,5150.0,585035.0
AL35,2020-10-30,5100.0,5200.0,5021.0,5021.0,510506.0
AL35,2020-11-02,5021.0,5021.0,4950.0,4975.0,590235.0
AL35,2020-11-03,4975.0,5095.0,4975.0,5055.0,351655.0
AL35,2020-11-04,5030.0,5155.0,5030.0,5115.0,547722.0
AL35,2020-11-05,5100.0,5200.0,5075.0,5175.0,382843.0
AL35,2020-11-06,5200.0,5220.0,5137.5,5150.0,126188.0
AL35,2020-11-09,5200.0,5350.0,5150.0,5350.0,1928651.0
AL35,2020-11-10,5449.0,5449.0,5200.0,5280.0,583580.0
AL35,2020-11-11,5200.0,5292.0,5200.0,5292.0,1204607.0
AL35,2020-11-12,5295.0,5350.0,5180.0,5211.0,926421.0
AL35,2020-11-13,5300.0,5300.0,5200.0,5234.5,1000401.0
AL35,2020-11-16,5235.0,5372.0,5231.0,5349.0,2360033.0
AL35,2020-11-17,5399.5,5433.0,5325.0,5415.0,3427432.0
AL35,2020-11-18,5400.0,5550.0,5330.0,5520.5,2046288.0
AL35,2020-11-19,5518.0,5595.0,5425.0,5450.0,560495.0
AL35,2020-11-20,5445.0,5545.0,5300.0,5438.0,1982467.0
AL35,2020-11-24,5410.0,5435.0,5355.0,5370.0,305760.0
AL35,2020-11-25,5280.0,5385.0,5150.0,5298.0,740915.0
AL35,2020-11-26,5296.0,5315.0,5201.0,5240.0,856149.0
AL35,2020-11-27,5289.0,5289.0,5220.0,5289.0,160724.0
AL35,2020-11-30,5289.0,5304.0,5200.0,5209.0,390832.0
AL35,2020-12-01,5209.0,5209.0,5075.0,5149.5,1122640.0
AL35,2020-12-02,5001.0,5144.0,5001.0,5115.0,386525.0
AL35,2020-12-03,5115.0,5250.0,4985.0,5015.0,1468404.0
AL35,2020-12-04,5099.5,5099.5,5000.0,5030.0,558708.0
AL35,2020-12-09,5085.0,5093.0,4870.0,4900.0,651546.0
AL35,2020-12-10,4900.0,4970.0,4800.5,4920.0,2282226.0
AL35,2020-12-11,4930.0,4980.0,4834.5,4975.0,589949.0
AL35,2020-12-14,5100.0,5100.0,4950.0,4995.0,592180.0
AL35,2020-12-15,5039.0,5040.0,4982.0,5000.0,1376732.0
AL35,2020-12-16,5000.0,5000.0,4935.0,4950.0,608842.0
AL35,2020-12-17,4900.0,5058.0,4900.0,5038.0,1212729.0
AL35,2020-12-18,5090.0,5196.5,5040.0,5133.0,802191.0
AL35,2020-12-21,5197.0,5197.0,5100.0,5130.0,378199.0
AL35,2020-12-22,5175.0,5175.0,5100.0,5145.0,266032.0
AL35,2020-12-23,5185.0,5202.0,5162.0,5170.0,484177.0
AL35,2020-12-28,5170.0,5225.0,5150.0,5210.0,939907.0
AL35,2020-12-29,5210.0,5300.0,5185.0,5215.0,395212.0
AL35,2020-12-30,5295.0,5299.0,5150.0,5170.0,191960.0
AL35,2021-01-04,5169.5,5200.0,5140.0,5178.0,254097.0
AL35,2021-01-05,5178.0,5240.0,5122.0,5155.0,279772.0
AL35,2021-01-06,5155.0,5218.5,5140.0,5215.0,395288.0
AL35,2021-01-07,5295.0,5295.0,5100.0,5158.5,993273.0
AL35,2021-01-08,5158.5,5220.0,5116.0,5159.0,323256.0
AL35,2021-01-11,5170.0,5210.0,5090.5,5140.0,294329.0
AL35,2021-01-12,5140.0,5140.0,5030.0,5114.0,460271.0
AL35,2021-01-13,5159.5,5159.5,4900.0,5050.0,229116.0
AL35,2021-01-14,5050.0,5105.0,4990.0,5010.0,611696.0
AL35,2021-01-15,5090.0,5090.0,4901.0,5050.0,318924.0
AL35,2021-01-18,5000.0,5000.0,4970.0,4995.0,223788.0
AL35,2021-01-19,4995.0,5066.5,4986.0,5006.0,411659.0
AL35,2021-01-20,5010.0,5100.0,4950.0,4979.0,437867.0
AL35,2021-01-21,5050.0,5050.0,4902.0,4906.0,831156.0
AL35,2021-01-22,4980.0,4989.0,4900.0,4942.5,811711.0
AL35,2021-01-25,4923.5,5000.0,4923.5,4975.0,1570316.0
AL35,2021-01-26,5000.0,5030.0,4967.0,5030.0,964620.0
AL35,2021-01-27,5050.0,5090.0,4983.0,5051.0,1260405.0
AL35,2021-01-28,4950.0,5075.0,4950.0,5044.0,701992.0
AL35,2021-01-29,5044.0,5044.0,4895.0,4999.0,512444.0
AL35,2021-02-01,4971.0,5030.0,4971.0,5028.0,426716.0
AL35,2021-02-02,5080.0,5088.0,4995.0,5027.0,355129.0
AL35,2021-02-03,5100.0,5100.0,5005.0,5074.0,872127.0
