especie,fecha,apertura,maximo,minimo,cierre,volumen
DOLARCCL,2021-09-03,172.8494623655914,172.13977334052885,171.51240330754868,170.71218991731126,61554460.0
DOLARCCL,2021-09-06,172.23860589812332,172.4676724137931,171.42857142857144,170.95149748210974,81788829.0
DOLARCCL,2021-09-07,173.30666666666667,172.95850066934403,171.75118858954042,171.3379164463247,90498973.0
DOLARCCL,2021-09-08,173.33333333333334,172.91275167785236,172.74894067796612,170.8156779661017,82397553.0
DOLARCCL,2021-09-09,173.99730820995964,172.85329744279946,171.41341819146115,170.80350039777247,97445284.0
DOLARCCL,2021-09-10,173.39597315436242,172.5234899328859,171.68658698539178,170.7835325365206,66507045.0
DOLARCCL,2021-09-13,173.54497354497354,174.88669688083178,176.90104166666669,171.171875,71665504.0
DOLARCCL,2021-09-14,173.1578947368421,172.58575197889184,171.55844155844156,171.57426778242677,44518499.0
DOLARCCL,2021-09-15,174.43708609271522,172.86092715231788,172.69866247049566,171.96433254655125,43002816.0
DOLARCCL,2021-09-16,174.19098143236073,173.2758620689655,172.8440366972477,172.4508519003932,83995967.0
DOLARCCL,2021-09-17,174.67549668874173,174.02649006622516,173.58812713422645,172.57683215130024,65489325.0
DOLARCCL,2021-09-20,175.95716198125837,174.46979865771812,173.6327608982827,172.81373844121532,75351880.0
DOLARCCL,2021-09-21,176.10738255033556,174.79194630872485,174.31751921547843,172.80678505168302,52174711.0
DOLARCCL,2021-09-22,175.9084791386272,174.97981157469718,173.5262878385555,173.1279872543813,69390093.0
DOLARCCL,2021-09-23,173.86666666666667,174.28495054798185,174.33545986177566,173.41839447102606,90310723.0
DOLARCCL,2021-09-24,177.21621621621622,175.0,175.60257096946972,173.51365827530796,91233379.0
DOLARCCL,2021-09-27,176.63043478260872,175.78231292517006,175.49757934373318,174.0182894029048,119925546.0
DOLARCCL,2021-09-28,176.40816326530611,176.72767003550942,175.14824797843664,174.50134770889488,149133054.0
DOLARCCL,2021-09-29,177.5471182736957,177.39688609669489,176.17575920451492,174.73797366299382,190944684.0
DOLARCCL,2021-09-30,178.20163487738418,176.97547683923705,176.5363881401617,175.12129380053906,139892368.0
DOLARCCL,2021-10-01,178.12585126668483,176.7574931880109,176.77750743444173,175.5681818181818,130016707.0
DOLARCCL,2021-10-04,178.0481137233461,177.26899945325314,176.74355495251018,175.98371777476254,125762732.0
DOLARCCL,2021-10-05,178.11300054854635,179.196675900277,177.17480229070082,176.4385055904009,90628844.0
DOLARCCL,2021-10-06,184.28571428571428,180.57142857142856,177.66776677667767,176.43014301430142,52309032.0
DOLARCCL,2021-10-07,183.9,182.62857142857143,176.97277976354138,176.54660434423977,73013656.0
DOLARCCL,2021-10-12,182.38636363636363,181.10795454545453,177.59336099585062,176.8741355463347,43037311.0
DOLARCCL,2021-10-13,179.52314165497896,179.35483870967744,177.58381823219727,177.19589914103628,42166634.0
DOLARCCL,2021-10-14,179.97191011235955,179.6488764044944,177.78085991678225,177.53120665742026,44521987.0
DOLARCCL,2021-10-15,180.2021903959562,179.2134831460674,178.49791376912376,177.77468706536857,24021719.0
DOLARCCL,2021-10-18,180.3667136812412,179.40761636107192,178.45380965671225,178.11889478090987,34955678.0
DOLARCCL,2021-10-19,180.3162948319684,180.25981361197404,178.70111731843576,178.463687150838,42841360.0
DOLARCCL,2021-10-20,180.48022598870057,180.48022598870057,178.86655499720823,178.69905080960356,58498969.0
DOLARCCL,2021-10-21,182.1529745042493,181.3314447592068,179.45855428411946,178.92827239743232,48716386.0
DOLARCCL,2021-10-22,181.21468926553672,181.671388101983,179.60893854748605,179.3296089385475,65528149.0
DOLARCCL,2021-10-25,181.32394366197184,180.90140845070425,179.6931659693166,179.33054393305437,90883253.0
